time,x,y,z
36112,-5,-1,1
36115,-3,-1,2
36118,-4,0,2
36121,-5,0,3
36124,-4,-1,3
36127,0,0,-5
36130,-1,0,3
36133,-3,-1,2
36136,-3,0,2
36139,-2,0,3
36142,-4,-1,0
36145,-4,-1,0
36148,-6,0,2
36151,-3,-2,-1
36154,-2,1,0
36157,-3,-1,1
36160,-1,-1,1
36163,-4,1,-1
36166,-5,-1,4
36169,-4,0,2
36172,-4,-2,2
36175,-5,0,3
36178,-4,-2,0
36181,-4,1,0
36184,-2,-2,-1
36187,-3,0,4
36190,0,0,2
36193,-3,0,0
36196,-3,-2,1
36199,-4,-1,0
36202,-6,-1,2
36205,-4,-1,1
36208,-2,1,4
36211,-2,-2,1
36214,-3,-1,1
36217,-4,-4,0
36220,-3,0,1
36223,-3,-1,2
36226,-5,-1,3
36230,-3,-1,5
36232,-5,-1,0
36236,-3,0,2
36239,-3,0,1
36241,-5,-1,2
36244,-4,-1,1
36247,-3,-1,2
36250,-2,-2,1
36253,-6,-1,0
36256,-3,0,1
36259,-2,0,3
36262,-3,0,2
36265,-4,0,2
36268,-3,-1,2
36272,-3,-1,-1
36275,-4,0,0
36278,-4,-1,-1
36281,-2,0,3
36284,-2,-2,-1
36287,-1,1,3
36290,-3,-1,1
36293,-4,-2,0
36296,-3,-2,0
36299,-4,-3,2
36302,-1,0,0
36305,-3,-4,1
36308,-3,-2,1
36311,-3,0,3
36314,-3,-1,0
36317,-4,-2,0
36320,-3,0,2
36323,-3,-4,-1
36326,-2,-1,3
36329,0,0,3
36333,-5,-3,4
36336,-4,0,-1
36339,-3,-3,1
36342,-1,-1,2
36345,-2,1,1
36348,-4,-1,1
36351,-3,-1,-1
36354,-3,-3,0
36357,-2,0,-1
36360,-3,1,-2
36363,-5,1,0
36366,-3,-1,0
36369,-4,0,2
36372,-3,-1,1
36375,-3,0,2
36378,-3,-1,1
36381,-2,-1,1
36383,-4,0,0
36386,-4,2,2
36390,-2,1,3
36393,-4,0,1
36395,-4,0,1
36398,-4,0,1
36401,-4,2,0
36404,-5,-3,2
36407,-3,1,1
36410,-5,2,2
36413,-2,-1,0
36416,-3,0,2
36419,-3,0,2
36422,-5,-1,2
36425,-5,0,4
36428,-4,-1,2
36431,-4,0,1
36434,-1,0,3
36437,0,0,2
36440,-2,0,5
36443,-4,0,3
36446,-3,-1,2
36449,-5,-2,0
36452,-2,-2,2
36455,-5,-2,1
36458,-3,-2,2
36461,-3,0,2
36464,-2,0,0
36466,-3,-2,3
36469,-3,-1,1
36472,-3,-1,2
36475,-2,0,3
36478,-3,0,1
36481,-3,-2,-1
36484,-3,-2,2
36487,-3,0,2
36490,-6,0,-1
36493,-2,0,3
36496,-4,-1,1
36500,-3,0,0
36503,-3,0,0
36506,-3,-2,-1
36509,-4,1,1
36511,-3,-2,2
36514,-5,2,3
36517,-3,-2,-2
36520,-3,-3,0
36523,-3,-3,1
36526,-3,1,0
36529,-1,0,3
36532,0,-1,0
36535,-4,-3,3
36538,-3,0,2
36541,-3,-2,0
36544,-1,-1,5
36547,-2,-3,3
36550,-1,-4,1
36553,-3,-3,2
36556,-1,0,3
36559,-3,-4,2
36562,-4,-2,1
36565,-2,-1,2
36568,0,-5,2
36571,-4,-2,4
36574,-3,-2,-1
36577,-2,-3,0
36580,-5,-1,1
36583,-4,0,0
36586,-2,-1,2
36589,-2,-1,0
36592,-3,0,1
36595,-5,-2,-3
36598,-3,1,3
36601,-3,0,1
36604,-5,0,2
36607,-5,0,1
36610,-3,0,2
36613,-3,-2,0
36616,-1,0,1
36619,-2,0,-1
36622,0,0,0
36625,-1,-1,0
36628,-1,-3,0
36631,-4,-1,0
36634,-4,0,2
36637,-4,-2,1
36640,-3,0,0
36643,-3,-2,1
36646,-3,0,-1
36649,-2,-1,3
36652,-3,-1,2
36655,-3,-2,1
36658,-5,0,3
36661,-5,0,1
36664,0,0,2
36667,-3,-1,0
36670,-2,0,2
36673,-5,0,1
36676,-4,0,0
36679,-2,0,2
36682,-2,-2,1
36685,-1,-2,-1
36688,-4,1,1
36691,-1,1,2
36694,-5,-2,3
36697,-4,0,0
36700,-3,2,0
36703,-4,0,0
36705,-2,-1,0
36708,-1,-1,4
36711,-3,0,0
36715,-2,-1,3
36718,-5,0,2
36721,-4,-1,0
36724,-1,-2,5
36727,-2,0,3
36730,-6,-1,0
36733,-1,0,2
36736,-4,-1,1
36739,-4,-2,3
36742,-6,0,1
36745,-5,1,0
36748,-1,0,2
36751,-4,-1,4
36754,-4,0,2
36757,-2,-1,1
36760,-4,-2,1
36763,-4,0,1
36766,-1,-2,0
36769,-2,1,1
36771,-1,0,1
36774,-5,-2,1
36777,-6,-1,2
36780,-2,0,2
36783,-3,-2,0
36786,-3,-1,0
36789,-4,-1,0
36792,-4,0,4
36795,-2,-2,1
36798,-6,-1,1
36801,-3,-3,0
36804,-2,-1,1
36807,-4,0,1
36810,-4,-2,0
36813,-2,-1,2
36816,-3,-1,3
36819,-4,-2,2
36822,-2,1,0
36825,-4,-1,0
36828,-5,0,1
36831,-5,0,0
36834,-4,2,1
36837,-4,0,0
36840,-4,-2,-1
36843,-2,-2,3
36846,-3,-2,0
36849,-3,-3,4
36852,-6,-2,3
36855,-3,-2,2
36858,-5,-1,1
36861,-1,0,0
36864,-3,-2,-1
36867,-2,0,3
36870,-2,0,2
36873,-2,0,0
36876,-4,0,0
36879,-6,0,2
36882,-1,-1,3
36886,-3,-2,4
36889,-1,-2,3
36892,-1,-2,2
36895,-2,-3,0
36898,-2,0,0
36900,-1,0,1
36903,-2,-1,1
36906,-4,0,4
36909,-2,0,1
36912,-5,-1,3
36915,-2,-2,1
36918,-3,-2,-1
36921,-1,-3,1
36924,-4,-1,1
36927,-4,0,2
36930,-1,-1,-1
36933,-4,-1,-1
36936,-3,-2,0
36939,-4,1,3
36942,-2,-3,1
36945,-3,-2,0
36949,-2,-2,0
36952,-4,-1,-1
36955,-3,0,0
36958,-3,1,0
36961,-5,0,2
36964,-3,0,2
36967,-5,1,0
36970,-4,2,0
36972,-5,0,1
36975,-4,0,3
36978,-4,-2,2
36981,-2,-1,1
36984,-2,-3,1
36987,-3,1,1
36990,-2,-1,1
36993,-1,1,1
36996,-3,-2,3
36999,-3,-3,3
37002,-1,-3,2
37005,-1,0,0
37008,-2,-3,-1
37011,-3,0,3
37014,-4,-2,2
37017,-4,1,2
37020,-4,-2,0
37023,-5,-3,4
37026,-2,0,0
37029,-3,-1,-2
37032,-1,-1,1
37035,-3,0,1
37038,-1,0,0
37041,-3,-3,2
37044,-3,-1,1
37047,-4,-1,1
37050,-3,1,-1
37053,-3,-1,1
37056,-6,-1,2
37059,-3,1,-1
37062,-2,0,1
37065,-1,-1,0
37068,-5,-1,3
37071,-4,0,-1
37074,-1,-1,3
37077,-3,0,2
37080,-2,1,2
37083,-2,-1,0
37086,-2,-1,-1
37089,-2,-3,2
37092,-3,-1,1
37095,-3,-3,2
37098,-3,-1,2
37101,-3,0,3
37104,-2,-2,3
37107,-6,0,1
37110,-2,-2,-1
37113,-5,0,2
37116,-3,0,2
37119,-4,0,1
37121,-4,0,0
37124,-6,-2,3
37127,-2,2,2
37130,-3,-2,1
37133,-1,0,2
37137,0,-2,-4
37140,-3,-2,1
37143,-4,1,3
37146,-2,1,0
37148,-3,-1,2
37151,-2,0,0
37154,-3,-3,0
37157,-4,-1,1
37160,-4,-4,0
37163,-2,0,4
37166,-6,-1,0
37169,-4,-3,0
37172,-1,-2,1
37175,-4,2,1
37178,-4,2,4
37181,-4,2,2
37184,-3,-1,1
37187,-4,-1,3
37190,-5,-2,0
37193,0,0,-1
37196,-3,2,2
37199,-6,-2,2
37202,-4,1,1
37205,-5,-2,0
37208,-3,-3,2
37211,-4,0,0
37214,-5,-3,1
37216,-2,1,1
37219,-4,1,1
37222,-2,-1,-1
37225,-5,-1,3
37228,-3,-1,3
37232,-4,-2,2
37235,-4,-1,2
37238,-3,-1,4
37240,-3,1,-1
37243,-2,1,1
37246,-4,-3,1
37249,-4,-2,0
37252,-3,-1,2
37255,-1,-2,3
37258,-3,-1,1
37261,-5,-1,2
37264,-4,2,1
37267,-3,-2,2
37270,-2,0,1
37273,-5,1,0
37276,-3,-2,0
37279,-2,-1,0
37282,-2,-2,-1
37285,-3,-1,0
37288,-2,-1,1
37291,-3,-1,1
37295,-4,0,4
37298,-1,-2,2
37301,-1,0,2
37304,-4,-3,0
37307,-3,-1,2
37310,-5,1,0
37313,-3,0,1
37316,-2,-1,-1
37319,-2,0,0
37322,-3,-1,1
37325,-3,-2,1
37328,-7,-3,0
37331,-6,-2,0
37334,-1,2,0
37337,-1,0,2
37340,-3,-1,1
37343,-6,-1,1
37346,-1,-2,4
37349,-2,0,2
37352,-6,-3,2
37355,-1,0,1
37358,-1,0,0
37361,-4,0,2
37364,-4,1,2
37367,-5,1,2
37370,-4,0,0
37373,0,0,0
37376,-3,-1,3
37379,-3,-1,1
37382,0,-2,1
37385,-4,-2,0
37387,-3,-3,1
37390,-4,-2,0
37393,-5,0,0
37396,-4,-2,0
37399,-4,-3,1
37402,-3,0,0
37405,-6,0,0
37408,-2,-1,3
37411,-3,0,2
37414,-2,-4,2
37417,-3,-2,3
37420,-4,1,3
37423,-2,0,2
37426,0,-1,2
37430,-3,0,0
37433,-1,0,0
37436,-4,-1,2
37439,-1,-2,1
37443,-3,-3,-2
37446,-2,-1,0
37449,-5,0,3
37451,-6,-1,2
37454,-6,-1,1
37457,-3,-3,1
37460,-4,-2,0
37463,-2,-4,1
37466,-6,-1,3
37469,-4,-4,0
37472,-5,0,0
37475,-5,-1,1
37478,-3,-2,1
37481,-2,0,1
37484,-3,2,0
37487,-5,1,3
37490,-3,-1,2
37493,-3,-2,3
37496,-3,-1,0
37499,-3,-1,-1
37502,-3,0,2
37505,-2,-3,2
37508,-3,-1,0
37511,-4,1,3
37514,-3,0,2
37517,-4,1,2
37521,-2,-1,1
37523,-3,-1,0
37527,-4,-1,3
37530,-4,1,3
37533,-4,-2,0
37536,-2,0,-1
37539,-3,-3,1
37542,-2,1,1
37545,-3,2,1
37548,-2,-2,2
37551,-4,1,4
37554,-2,0,2
37557,-4,-2,4
37560,-2,0,1
37563,-3,1,0
37566,-5,1,0
37569,-3,0,0
37572,-4,3,0
37574,-5,0,1
37577,-7,-3,0
37580,-2,-1,0
37584,-2,0,2
37587,-2,-1,1
37590,-4,0,-1
37593,-3,0,1
37595,-4,-2,3
37598,-5,0,0
37601,-3,-3,1
37604,-2,-2,1
37607,-3,0,0
37610,-2,1,0
37613,-2,0,-1
37616,-2,-1,-1
37619,-5,-2,4
37622,-5,1,2
37625,-3,1,-1
37628,-2,-1,-2
37631,-2,-1,-1
37634,-2,-2,1
37637,-2,0,-1
37640,0,0,1
37643,-1,1,1
37646,0,-2,0
37649,-3,-4,1
37652,-3,1,1
37656,-2,-2,0
37659,-2,-1,2
37662,-3,-1,1
37664,-5,-3,2
37667,-3,-1,1
37670,-1,1,1
37673,-4,-3,1
37677,-3,0,4
37680,-6,1,0
37683,-5,-1,3
37686,-3,-1,2
37689,-3,-3,0
37692,-3,0,0
37695,-1,0,2
37698,-3,-3,1
37701,-4,-1,1
37704,-1,0,3
37707,-5,-1,-2
37710,-4,-1,-2
37713,-3,-2,0
37716,-3,0,1
37719,-3,0,0
37722,-3,-2,2
37725,-5,-1,0
37728,-1,-2,0
37731,-1,-2,-2
37734,-3,-1,4
37737,-2,-5,0
37740,-1,1,2
37743,-2,-3,0
37746,-4,-1,2
37749,-5,1,0
37752,-4,1,1
37755,1,-1,0
37758,-2,0,-1
37761,-1,-1,3
37764,-4,-1,-1
37767,-3,-1,2
37770,-1,-1,0
37773,-1,0,0
37776,-3,-1,2
37779,-1,-3,2
37782,-3,-1,2
37785,-4,-2,1
37788,-4,1,0
37791,-4,0,1
37794,-2,-1,0
37797,-3,3,2
37800,-4,-1,3
37803,-4,0,0
37806,-3,-2,3
37809,-5,1,-1
37812,-8,1,4
37815,-4,0,1
37818,-4,1,2
37821,0,0,0
37824,-2,-1,2
37827,-3,0,1
37830,-5,-2,-2
37833,-6,-1,1
37836,-5,0,1
37839,-2,0,1
37842,-2,1,1
37845,-2,0,0
37848,-4,0,1
37850,-5,0,0
37853,-2,-2,1
37856,-5,-1,3
37859,-2,-3,0
37862,-4,-2,0
37865,-5,0,1
37868,-2,-1,2
37871,-2,-1,-1
37874,0,-1,3
37877,-3,1,3
37880,-7,-2,2
37883,-4,-3,1
37886,0,-1,-1
37889,-3,-1,1
37892,-3,-1,1
37895,-2,-2,1
37898,-1,-2,0
37901,0,-2,1
37905,-4,0,-1
37908,-2,0,-1
37911,-2,0,0
37914,-5,0,-1
37917,-4,-1,0
37920,-5,-1,1
37923,-5,-1,2
37925,-3,1,3
37928,-1,1,2
37931,-4,-2,0
37934,-2,-4,1
37937,-5,0,1
37940,-2,0,3
37943,-4,0,0
37946,-5,-1,2
37949,-6,1,1
37952,-4,-1,1
37955,-3,-1,0
37958,-5,-2,1
37961,-3,-2,0
37964,-2,-1,1
37967,-1,-1,1
37970,-2,-1,1
37973,-3,1,3
37976,-2,0,0
37979,-3,-1,1
37983,-2,0,1
37985,-4,-1,-3
37989,-4,1,0
37991,-3,0,1
37994,-1,-1,1
37997,-2,-3,0
38000,-3,0,1
38003,-3,-2,0
38007,-4,0,1
38010,-4,-2,2
38013,-2,0,1
38016,-2,-2,-2
38019,-4,-3,2
38022,-3,-1,0
38025,-1,-2,2
38028,-3,-1,1
38031,-2,0,3
38034,-3,-1,3
38037,-3,-1,1
38040,-5,-1,2
38043,-7,-2,3
38046,-2,-1,2
38049,-4,3,3
38052,-5,-2,-1
38055,-5,-1,1
38058,-3,-1,0
38061,-4,1,0
38064,-5,-2,2
38067,-3,-1,4
38070,-6,0,2
38073,-2,-1,0
38076,-4,-3,0
38079,-3,-1,0
38082,-1,-1,1
38085,-2,-4,1
38088,-4,-1,0
38091,-2,0,1
38094,-4,-3,-1
38097,-2,0,0
38100,-3,-4,1
38103,-3,-1,2
38106,-5,1,3
38109,-3,0,2
38112,-5,0,3
38115,-4,-1,4
38118,-3,-2,2
38121,-4,0,0
38125,-3,-1,-2
38128,-3,1,3
38130,-3,-3,1
38133,-3,-1,2
38136,-3,-1,3
38139,-4,1,3
38142,0,-4,-1
38145,-4,-1,-1
38148,-5,1,0
38151,-5,0,1
38154,-3,0,3
38157,-2,1,2
38160,-3,-1,0
38163,-5,1,0
38166,-3,-2,1
38169,-3,-2,0
38172,-2,1,1
38175,-1,-1,-1
38178,-3,-1,0
38181,-3,-2,1
38184,-5,-1,0
38187,-3,0,1
38190,-2,0,-1
38193,-4,2,2
38196,-3,1,2
38199,-3,0,0
38202,-5,-2,3
38205,-3,0,0
38208,-5,-1,1
38211,-3,1,1
38214,-2,0,1
38217,-4,-1,0
38220,-3,-2,1
38223,-2,0,-2
38226,-4,-1,1
38229,-2,-1,0
38232,-2,-1,1
38235,-3,-2,0
38238,-2,-2,0
38241,-3,1,3
38244,-3,0,-1
38247,-3,2,2
38250,-1,0,1
38253,-3,-2,3
38256,-4,0,1
38259,-4,0,1
38261,-3,-2,2
38264,-6,1,3
38267,-4,-1,0
38270,-2,-3,1
38273,-4,-1,1
38276,-2,0,1
38279,-1,0,0
38282,-3,-2,0
38285,-2,-1,2
38288,-4,0,0
38291,-3,1,2
38294,-6,-1,2
38297,-1,-2,1
38300,-3,-2,1
38303,-2,-1,2
38306,-6,-1,0
38309,-3,1,1
38312,-2,-1,1
38315,-4,0,3
38318,0,1,2
38321,-4,-2,0
38324,-6,0,1
38327,-4,-1,3
38330,-1,-1,0
38334,-2,-1,0
38337,-3,-1,3
38340,-4,-1,0
38343,-6,-3,0
38346,-3,-1,3
38349,-5,-1,0
38352,-3,-1,2
38355,-5,-2,4
38358,-3,1,1
38361,-4,-1,0
38365,-2,-1,1
38368,-4,-2,0
38370,-3,-2,-1
38374,-4,0,2
38376,-1,1,2
38379,-3,-2,0
38382,-2,0,1
38385,-2,-3,2
38388,-4,-2,2
38392,-2,0,1
38395,-5,0,1
38398,-2,-2,0
38401,-4,-3,2
38404,-4,-2,-2
38407,-3,-2,1
38410,-6,-1,1
38413,-3,-2,2
38416,-5,-1,0
38419,-4,-3,2
38422,-3,1,1
38426,-3,0,0
38429,-4,-3,2
38432,-4,0,2
38434,-1,0,1
38437,-4,0,2
38440,-3,-1,2
38443,-3,0,1
38447,-4,-3,1
38450,-1,-2,4
38453,-3,0,1
38456,-3,1,2
38459,-4,-2,2
38462,-3,1,1
38465,-4,-2,0
38468,-3,-2,2
38471,-2,-2,2
38474,-5,-1,3
38477,-3,0,2
38480,-4,0,2
38483,-4,0,-1
38486,-3,-2,1
38489,-3,-1,0
38492,-2,0,0
38495,-3,0,1
38498,-3,1,0
38501,-4,-1,1
38504,-5,1,0
38507,-3,-2,2
38510,-3,0,1
38513,-2,-1,-1
38516,-3,-2,2
38519,0,-1,0
38522,-4,1,-1
38525,-7,-3,1
38528,-4,0,1
38531,-4,-2,0
38534,-4,0,-2
38537,-4,-1,0
38540,-4,-1,0
38543,-2,1,-1
38546,-1,-1,2
38549,-3,-1,-2
38552,-4,1,0
38555,-4,0,0
38558,-3,0,0
38561,-1,-1,2
38565,-4,1,0
38568,-1,-3,3
38571,-2,-1,0
38574,-3,-1,3
38577,-4,-2,0
38580,-4,-2,0
38583,-2,0,1
38586,-5,0,-1
38589,-4,-1,1
38592,-3,0,0
38595,-3,-3,0
38598,-5,0,1
38601,-4,-2,1
38604,-3,-1,3
38607,-4,-3,2
38610,-2,0,3
38613,-4,0,2
38616,-4,-1,1
38619,-3,-1,3
38622,-3,-2,-1
38625,-3,0,2
38627,-3,0,-2
38630,-3,-1,0
38634,-2,0,0
38637,-4,-1,1
38640,-1,-3,1
38643,-2,-1,1
38646,-2,-2,1
38649,-4,2,4
38651,-2,-1,2
38654,-4,-2,0
38657,-4,-3,2
38660,-3,-2,1
38663,-4,-1,3
38666,-2,0,3
38669,-3,0,1
38672,-4,0,0
38675,-3,0,0
38678,-4,-1,2
38681,-4,0,1
38684,-3,-3,-1
38687,-1,-1,1
38690,-3,-2,-2
38693,-4,-1,1
38696,-4,1,1
38699,-3,-1,1
38702,-4,1,1
38705,-4,1,2
38708,-4,-1,-1
38711,-3,-2,3
38714,-3,-1,0
38717,-2,0,3
38720,-3,-1,2
38723,-1,-2,4
38726,-3,0,0
38729,-3,-1,2
38732,-3,-2,1
38735,-5,0,0
38738,-4,-2,3
38741,-1,-3,3
38744,-3,0,-2
38747,-2,1,0
38750,-2,0,2
38753,-3,0,1
38756,-1,1,2
38759,-3,0,1
38762,-3,-1,1
38765,-4,-1,-1
38768,-5,-1,1
38771,-4,-3,3
38774,-2,-2,-1
38777,-3,-1,2
38780,-3,-1,2
38783,-5,-2,1
38786,-4,-1,0
38789,-6,2,1
38793,-4,-1,-3
38796,-5,-2,0
38799,-3,-1,2
38802,-3,-1,1
38805,-5,0,4
38808,-5,0,2
38812,-3,-3,-1
38815,-5,-1,5
38818,-3,-1,-1
38821,-2,0,4
38823,-6,0,1
38826,-6,-1,1
38829,-3,1,-1
38833,-3,-2,1
38836,-1,-2,1
38839,-4,-4,1
38842,-4,-2,0
38845,0,-1,3
38848,-3,-1,0
38851,-5,-3,2
38854,-3,-3,1
38857,-3,-1,2
38860,-3,0,1
38862,-2,-2,1
38865,-4,0,-1
38868,-4,0,2
38871,-2,-2,0
38874,-3,0,2
38877,-3,2,1
38880,-5,-3,0
38883,-4,-1,2
38886,-5,-1,-1
38889,-1,0,2
38892,-1,0,-1
38895,-2,0,-2
38898,-3,0,2
38901,-3,-1,0
38904,-4,1,1
38907,-2,-1,2
38910,-1,0,0
38913,-3,2,3
38916,-4,0,3
38919,-4,1,0
38922,-4,0,2
38925,-3,-2,1
38928,0,2,1
38931,-4,-2,2
38934,-4,-1,2
38937,-3,-2,0
38940,-2,-1,1
38943,-4,0,1
38947,-3,-1,-1
38950,-4,2,1
38953,-5,-4,1
38956,-1,-1,0
38959,-3,-2,0
38962,-3,-2,-1
38965,-4,0,1
38968,-5,-1,1
38971,-3,-2,2
38974,-5,0,-1
38977,-2,1,4
38980,-4,0,0
38983,-3,1,2
38985,-1,1,0
38989,-2,-1,0
38992,-1,-1,0
38995,-3,0,1
38998,-6,-2,1
39001,-4,-1,3
39004,-3,0,2
39007,-3,-2,2
39010,-2,0,1
39013,-1,-2,1
39016,-3,-1,-1
39019,-3,-1,2
39022,-4,0,0
39025,-4,-1,-1
39028,-4,1,-1
39031,-3,-1,2
39034,-3,-1,3
39037,-3,-1,2
39040,-2,2,0
39043,-1,-2,3
39046,-1,0,0
39049,-2,2,1
39052,-5,-1,3
39055,-4,0,1
39058,-4,-1,2
39061,-2,0,0
39064,-3,0,1
39067,-4,0,4
39070,-4,-3,0
39073,-6,0,0
39076,-5,0,-1
39079,-2,-3,3
39082,-3,1,0
39085,-2,0,1
39088,-3,1,1
39091,-3,-2,3
39094,-4,0,2
39097,-2,-1,2
39100,-2,-2,1
39103,-1,0,-2
39106,-2,-1,3
39109,-4,0,-1
39112,-7,0,0
39114,-4,0,0
39117,-4,0,4
39120,-3,2,2
39123,-3,1,1
39126,-5,1,2
39129,-5,0,3
39132,-4,0,0
39135,-1,1,1
39138,-4,0,4
39141,-3,0,0
39144,-4,-1,0
39147,-4,-1,3
39150,-4,1,3
39153,-4,-4,1
39156,-2,-2,-1
39159,-1,0,1
39162,-2,-1,4
39165,0,-1,1
39168,-3,-2,1
39171,-4,-4,4
39174,-2,0,1
39177,-5,0,2
39179,-5,0,2
39182,-4,-3,1
39185,-2,0,0
39188,-1,-5,0
39191,-3,-3,3
39194,-3,-2,1
39197,-3,0,0
39200,0,-3,1
39203,0,2,-1
39206,-2,-2,-1
39209,-5,0,4
39212,-2,-2,0
39215,-5,-1,1
39218,-4,0,4
39221,-5,-3,3
39224,-4,-2,0
39227,-4,-1,1
39230,-3,-2,3
39233,-4,0,5
39236,-3,-3,3
39239,-3,-1,0
39242,-6,1,0
39245,-3,0,2
39248,-1,-1,1
39251,-7,-1,1
39254,-4,0,-1
39257,-2,-2,2
39260,-2,-1,0
39263,-5,-1,3
39266,-4,0,2
39269,-3,-2,0
39272,-4,-2,1
39275,-1,-1,2
39278,-4,0,0
39281,-2,-2,-1
39284,-4,0,0
39287,-4,-1,2
39290,-5,-4,2
39293,-5,0,-1
39296,-1,0,2
39299,-3,0,1
39302,-3,0,0
39305,-3,0,1
39308,-4,-2,2
39311,-3,0,1
39314,0,0,3
39317,-4,-2,0
39320,-4,-1,0
39323,-5,0,2
39326,-3,-1,1
39329,-2,0,4
39331,-4,-3,0
39335,-1,-1,0
39338,-3,0,2
39341,-4,0,0
39344,-2,-3,0
39347,-3,0,1
39350,-3,-1,1
39353,-5,-2,3
39356,-2,0,3
39359,-2,-1,2
39361,-2,0,-2
39364,-1,0,0
39367,-6,0,2
39371,-2,-2,0
39374,-3,1,2
39377,-4,-1,-1
39380,-3,0,-1
39383,-4,1,3
39386,-3,0,3
39390,-4,-1,2
39393,-4,-2,2
39396,-1,-2,3
39399,-4,0,1
39402,-3,0,0
39405,0,-3,3
39408,-3,-3,4
39411,-2,-1,0
39414,-4,-1,1
39417,-6,-1,-2
39420,-1,-2,2
39423,-4,-2,3
39426,-3,-1,3
39429,-5,-1,1
39432,-3,-2,1
39435,-4,0,0
39438,-6,-1,0
39441,-3,-2,1
39444,-2,-1,0
39447,-4,-2,2
39450,0,-3,0
39453,-3,0,1
39456,-2,1,1
39459,-3,-2,0
39462,-3,0,2
39464,-4,0,1
39468,-3,-3,2
39471,-2,-1,3
39474,-1,0,-1
39477,-1,0,2
39480,-4,2,1
39483,-3,0,2
39485,-6,0,2
39489,-1,-3,2
39492,-4,-1,2
39495,-3,-1,0
39498,-5,-1,1
39501,-1,1,0
39504,-5,0,-1
39507,-3,-2,-2
39510,-2,-1,1
39513,-5,2,2
39516,-5,-3,-1
39519,-4,-2,2
39522,-2,0,2
39525,-3,0,0
39528,-3,-1,0
39531,-3,1,3
39534,-3,-1,3
39537,-4,0,1
39540,-3,-2,2
39543,-1,-1,1
39546,-4,-1,2
39549,-3,0,-1
39552,-3,-2,2
39555,-5,1,0
39558,-3,-1,1
39561,-4,-2,1
39564,-3,0,1
39567,-2,0,0
39570,-5,0,1
39573,-4,0,1
39576,-4,0,1
39579,-5,0,3
39582,-2,0,0
39585,-5,-2,1
39588,-4,-1,1
39591,-3,-1,2
39594,-3,-2,-1
39597,-1,-3,2
39600,-3,-1,1
39603,-3,0,2
39606,-4,-1,1
39609,-3,0,1
39612,-2,-1,1
39615,-3,-1,1
39618,-5,-1,1
39621,-3,-1,3
39624,-2,-1,2
39627,-3,-2,0
39630,-4,0,2
39633,-4,-2,1
39636,-3,0,-1
39639,-4,-1,0
39642,-3,0,-1
39645,-4,0,0
39648,-3,-1,0
39651,-3,0,2
39654,-3,0,3
39657,-4,-1,0
39660,-2,-1,1
39663,-3,1,0
39666,-1,-1,0
39669,-3,-1,1
39672,-4,-2,-1
39675,-4,-3,1
39678,-3,-2,0
39681,-3,2,0
39684,-3,-2,2
39687,-4,-2,1
39690,-1,-1,2
39693,-4,-2,2
39696,-4,-1,0
39699,-4,1,4
39702,-3,-1,2
39705,-4,-3,0
39708,-1,-1,0
39711,-3,-1,0
39714,-4,-1,2
39717,0,-1,3
39720,-1,-1,2
39723,-4,-3,0
39726,-3,-1,0
39729,-4,-1,0
39732,-5,-1,3
39736,-1,-1,-1
39739,-3,-2,1
39742,-4,-2,2
39745,-3,0,3
39748,-3,-1,2
39751,-3,1,0
39755,-4,-1,1
39758,-5,0,3
39761,-4,-2,1
39764,-3,-1,3
39767,-2,-1,1
39770,-4,-1,3
39773,-1,-1,-1
39776,-1,0,-1
39779,-3,-3,4
39782,-2,-1,2
39785,-3,-3,3
39788,-4,1,0
39791,-4,0,2
39794,-4,0,0
39796,-5,-2,2
39799,-4,0,2
39802,-1,-1,3
39805,-4,1,1
39808,-4,-3,0
39811,-2,0,1
39814,-3,0,-1
39817,-6,0,0
39820,-5,0,0
39823,-5,1,1
39826,-3,-2,1
39829,-4,0,0
39832,-4,-3,0
39835,-4,0,1
39838,-3,-1,2
39841,-2,0,3
39844,-2,-1,3
39847,-4,0,4
39850,0,0,3
39853,-4,-2,0
39856,-3,-1,2
39859,-4,1,-1
39862,-3,-1,1
39865,-4,-2,3
39868,-2,2,2
39871,-4,-1,0
39874,-5,-3,1
39877,-4,-1,1
39880,-3,1,0
39883,-4,0,2
39886,-4,1,1
39888,-3,-2,1
39891,-4,0,0
39894,-2,-2,1
39897,-3,0,2
39900,-3,0,2
39903,-4,-3,2
39906,-1,0,2
39909,-3,-1,1
39912,-2,-2,3
39915,-3,-3,2
39918,-3,-3,0
39921,-2,-2,0
39924,0,-3,1
39927,-4,-1,3
39930,-7,0,3
39933,-3,-1,3
39936,-3,-1,2
39939,-2,-1,3
39942,-6,0,1
39945,-2,-1,0
39948,-4,0,0
39951,-2,0,2
39954,0,-3,-1
39957,-4,-1,-1
39960,-3,0,3
39963,-2,-3,0
39966,-3,0,0
39970,-4,0,2
39973,-2,1,2
39976,-3,-1,2
39979,-4,-1,1
39982,-3,-3,-1
39985,-4,-1,2
39988,-5,-2,2
39991,-2,-1,2
39994,-2,-2,0
39997,-3,-2,1
40000,-4,-2,1
40003,-2,0,1
40006,-4,0,0
40009,-2,-1,4
40012,-3,0,0
40015,-2,-2,-1
40018,-4,1,1
40021,-4,0,1
40024,-3,-1,3
40027,-3,0,2
40030,-3,-1,2
40033,-4,-1,2
40036,-2,-1,0
40039,-2,-2,-1
40042,-4,-2,0
40045,-2,0,-1
40048,-3,0,2
40051,-3,0,1
